,Question,Generated Answer,Topic,BLEU Score,ROUGE Score,Inference Time
10,"""Bagaimana relief berkontribusi pada simbolisme Candi Borobudur secara keseluruhan?""","Relief menggambarkan berbagai cerita dan ajaran Buddha, memberikan narasi visual tentang filsafat dan prinsip-prinsip Buddhis. Susunan hierarkis relief mencerminkan kosmologi Buddha, mewakili tingkat keberadaan yang berbeda dan jalan menuju pencerahan.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.2647058823529412, 0.030303030303030304, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 1.2592592592592593, 'translation_length': 34, 'reference_length': 27}","{'rouge1': 0.25925925925925924, 'rouge2': 0.03846153846153846, 'rougeL': 0.14814814814814814, 'rougeLsum': 0.14814814814814814}",3.108614444732666
11,"""Apa makna simbol-simbol yang terkandung dalam relief-relief Candi Borobudur?""",Saya tidak menemukan informasi tentang makna simbol-simbol dalam potongan teks yang diberikan.,Arsitektur,"{'bleu': 0.0, 'precisions': [0.23076923076923078, 0.0, 0.0, 0.0], 'brevity_penalty': 0.026906574544324657, 'length_ratio': 0.21666666666666667, 'translation_length': 13, 'reference_length': 60}","{'rouge1': 0.06557377049180328, 'rouge2': 0.0, 'rougeL': 0.06557377049180328, 'rougeLsum': 0.06557377049180328}",2.5887062549591064
12,"""Apa yang membuat Candi Borobudur unik dibandingkan dengan candi lain di Indonesia?""","Candi Borobudur memiliki konstruksi dan arsitektur yang sangat tinggi serta mengandung berbagai konsep logika, konfigurasi ruang, dan bentuk geometris yang kompleks. Selain itu, Candi Borobudur juga memiliki konsep literasi yang kuat.",Arsitektur,"{'bleu': 0.5452469119630863, 'precisions': [0.6944444444444444, 0.6, 0.5, 0.42424242424242425], 'brevity_penalty': 1.0, 'length_ratio': 1.1612903225806452, 'translation_length': 36, 'reference_length': 31}","{'rouge1': 0.7636363636363636, 'rouge2': 0.6792452830188679, 'rougeL': 0.7636363636363636, 'rougeLsum': 0.7636363636363636}",1.9653730392456055
13,"""Mengapa relief-relief di lantai teras Candi Borobudur menggambarkan kehidupan sehari-hari masyarakat pada zamannya?""","Relief-relief di lantai teras Candi Borobudur menggambarkan kehidupan sehari-hari masyarakat pada zamannya karena candi tersebut tidak hanya berfungsi sebagai tempat ibadah, tetapi juga sebagai cerminan budaya dan kehidupan masyarakat pada masa itu.",Arsitektur,"{'bleu': 0.15694778445648686, 'precisions': [0.5588235294117647, 0.2727272727272727, 0.125, 0.06451612903225806], 'brevity_penalty': 0.8382234324229999, 'length_ratio': 0.85, 'translation_length': 34, 'reference_length': 40}","{'rouge1': 0.5428571428571428, 'rouge2': 0.3235294117647059, 'rougeL': 0.3714285714285714, 'rougeLsum': 0.3714285714285714}",2.7859156131744385
14,"""Bagaimana peran ukiran dan relief dalam konteks Stupa di Candi Borobudur?""","Ukiran dan relief pada Stupa Candi Borobudur berfungsi sebagai alat bantu meditasi, menggambarkan ajaran Buddha, dan melestarikan pengetahuan budaya dan sejarah.",Arsitektur,"{'bleu': 0.03204141230361911, 'precisions': [0.75, 0.391304347826087, 0.13636363636363635, 0.047619047619047616], 'brevity_penalty': 0.15335496684492847, 'length_ratio': 0.34782608695652173, 'translation_length': 24, 'reference_length': 69}","{'rouge1': 0.3950617283950617, 'rouge2': 0.1518987341772152, 'rougeL': 0.32098765432098764, 'rougeLsum': 0.32098765432098764}",1.8409435749053955
15,"""Mengapa relief-relief di lantai teras Candi Borobudur memiliki tingkat detail yang tinggi?""",Tingkat detail yang tinggi dalam relief-relief tersebut mencerminkan keahlian pembuatnya dan pentingnya pesan spiritual yang ingin disampaikan.,Arsitektur,"{'bleu': 0.18798823101511247, 'precisions': [0.6111111111111112, 0.35294117647058826, 0.3125, 0.26666666666666666], 'brevity_penalty': 0.513417119032592, 'length_ratio': 0.6, 'translation_length': 18, 'reference_length': 30}","{'rouge1': 0.4782608695652174, 'rouge2': 0.3181818181818182, 'rougeL': 0.4782608695652174, 'rougeLsum': 0.4782608695652174}",2.6874120235443115
16,"""Apa yang dimaksud dengan relief fauna pada pahatan dinding Candi Borobudur?""","Relief fauna adalah gambar-gambar hewan yang dipahat pada dinding Candi Borobudur. Gambar hewan tersebut mencakup berbagai jenis, seperti mamalia, burung, reptil, dan ikan.",Arsitektur,"{'bleu': 0.2217902556878919, 'precisions': [0.7241379310344828, 0.39285714285714285, 0.2222222222222222, 0.11538461538461539], 'brevity_penalty': 0.7589176018322887, 'length_ratio': 0.7837837837837838, 'translation_length': 29, 'reference_length': 37}","{'rouge1': 0.5925925925925926, 'rouge2': 0.4230769230769231, 'rougeL': 0.5555555555555556, 'rougeLsum': 0.5555555555555556}",3.6258041858673096
17,"""Apakah terdapat perbedaan tipologi atap pada bagian-bagian berbeda dari Candi Borobudur?""","Ya, terdapat perbedaan tipologi atap pada bagian-bagian berbeda dari Candi Borobudur. Variasi atap ini muncul pada berbagai bagian candi, menunjukkan adanya perbedaan tipologi atap tergantung pada bagian bangunan tersebut.",Arsitektur,"{'bleu': 0.21918653772297989, 'precisions': [0.7878787878787878, 0.625, 0.5483870967741935, 0.4666666666666667], 'brevity_penalty': 0.36787944117144233, 'length_ratio': 0.5, 'translation_length': 33, 'reference_length': 66}","{'rouge1': 0.5542168674698795, 'rouge2': 0.41975308641975306, 'rougeL': 0.5301204819277109, 'rougeLsum': 0.5301204819277109}",3.2493066787719727
18,"""Apa dua interpretasi dari tujuh lingkaran relief di Candi Borobudur?""","Interpretasi pertama adalah konstelasi Ursa Major sebagai penanda arah utara, sementara interpretasi kedua adalah gugus bintang Pleiades.",Arsitektur,"{'bleu': 0.2830246254815603, 'precisions': [0.7368421052631579, 0.5555555555555556, 0.4117647058823529, 0.3125], 'brevity_penalty': 0.5907775139012316, 'length_ratio': 0.6551724137931034, 'translation_length': 19, 'reference_length': 29}","{'rouge1': 0.6666666666666666, 'rouge2': 0.5, 'rougeL': 0.6666666666666666, 'rougeLsum': 0.6666666666666666}",2.983553647994995
19,"""Bagaimana mungkin hubungan antara struktur dan ornamen dalam Borobudur mengungkapkan pemahaman tentang fenomena astronomi?""","Hubungan antara struktur dan ornamen dalam Borobudur menunjukkan pemahaman tentang fenomena astronomi melalui penempatan relief dan stupa yang terkait dengan orientasi mata angin, perhitungan pergerakan benda langit, dan simbolisme astronomi.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.48484848484848486, 0.21875, 0.03225806451612903, 0.0], 'brevity_penalty': 0.5454955638202434, 'length_ratio': 0.6226415094339622, 'translation_length': 33, 'reference_length': 53}","{'rouge1': 0.4, 'rouge2': 0.23076923076923075, 'rougeL': 0.35000000000000003, 'rougeLsum': 0.35000000000000003}",2.895419120788574
20,"""Bagaimana bentuk stupa di Candi Borobudur berhubungan dengan ruangnya?""","Bentuk stupa di Candi Borobudur erat kaitannya dengan ruangnya, di mana bentuk dan ruang stupa terhubung dan hubungan ini dieksplorasi dalam penelitian yang dilakukan di candi tersebut.",Arsitektur,"{'bleu': 0.01803225461990539, 'precisions': [0.7931034482758621, 0.5714285714285714, 0.37037037037037035, 0.2692307692307692], 'brevity_penalty': 0.03910991317080766, 'length_ratio': 0.23577235772357724, 'translation_length': 29, 'reference_length': 123}","{'rouge1': 0.33070866141732286, 'rouge2': 0.27199999999999996, 'rougeL': 0.2992125984251969, 'rougeLsum': 0.31496062992125984}",3.539793014526367
21,"""Apa pendapat para pakar sejarah tentang konteks sosial politik yang memicu pengeboman Candi Borobudur?""","Para pakar sejarah mengidentifikasi faktor-faktor sosial politik yang memicu pengeboman Candi Borobudur, termasuk faktor politik, sosial, emosi keagamaan, dan ideologi. Selain itu, mereka menyoroti kaitan pengeboman tersebut dengan dinamika sosial politik Indonesia pada masa itu.",Arsitektur,"{'bleu': 0.1696307116257749, 'precisions': [0.6428571428571429, 0.36585365853658536, 0.225, 0.15384615384615385], 'brevity_penalty': 0.5647181220077593, 'length_ratio': 0.6363636363636364, 'translation_length': 42, 'reference_length': 66}","{'rouge1': 0.5052631578947367, 'rouge2': 0.3225806451612903, 'rougeL': 0.3157894736842105, 'rougeLsum': 0.3157894736842105}",3.979186534881592
22,"""Apa yang menjadi dari bentuk Stupa di Candi Borobudur?""","Maaf, saya tidak memiliki informasi mengenai hal itu dalam potongan konteks yang disediakan.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.26666666666666666, 0.0, 0.0, 0.0], 'brevity_penalty': 0.8751733190429475, 'length_ratio': 0.8823529411764706, 'translation_length': 15, 'reference_length': 17}","{'rouge1': 0.22222222222222224, 'rouge2': 0.0, 'rougeL': 0.14814814814814817, 'rougeLsum': 0.14814814814814817}",2.3662593364715576
23,"""Apa keindahan arsitektur Candi Borobudur?""","Candi Borobudur terkenal dengan puncak keahlian Jawa kuno, menampilkan ukiran relief yang rumit dan terperinci yang menggambarkan ajaran Buddha dan budaya Jawa. Struktur piramida besarnya, yang dihiasi dengan ukiran dan patung, menciptakan rasa kagum dan penghormatan.",Arsitektur,"{'bleu': 0.34049776900799045, 'precisions': [0.5365853658536586, 0.375, 0.28205128205128205, 0.23684210526315788], 'brevity_penalty': 1.0, 'length_ratio': 1.0, 'translation_length': 41, 'reference_length': 41}","{'rouge1': 0.5555555555555556, 'rouge2': 0.37142857142857144, 'rougeL': 0.4444444444444444, 'rougeLsum': 0.4444444444444444}",3.9252524375915527
24,"""Bagaimana elemen lantai teras Candi Borobudur mencerminkan ajaran Buddha?""","Elemen lantai teras Candi Borobudur menggambarkan tingkatan perjalanan spiritual manusia dalam mencapai kesempurnaan, sesuai dengan konsep filsafat Buddha. Setiap tingkatan lantai teras menggambarkan tahapan pencapaian Bodhisattvabhumi, yang merupakan bagian dari ajaran Buddha tentang perjalanan spiritual menuju pencerahan tertinggi.",Arsitektur,"{'bleu': 0.3874913263939023, 'precisions': [1.0, 1.0, 0.975, 0.9487179487179487], 'brevity_penalty': 0.3951177613268873, 'length_ratio': 0.5185185185185185, 'translation_length': 42, 'reference_length': 81}","{'rouge1': 0.6972477064220183, 'rouge2': 0.6728971962616821, 'rougeL': 0.6972477064220183, 'rougeLsum': 0.6972477064220183}",2.5434207916259766
25,"""Apa itu Candi Borobudur?""","Maaf, saya tidak memiliki informasi tentang itu dalam potongan teks yang diberikan.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.14285714285714285, 0.0, 0.0, 0.0], 'brevity_penalty': 0.6514390575310556, 'length_ratio': 0.7, 'translation_length': 14, 'reference_length': 20}","{'rouge1': 0.06896551724137931, 'rouge2': 0.0, 'rougeL': 0.06896551724137931, 'rougeLsum': 0.06896551724137931}",2.5833513736724854
26,"""Apakah terdapat variasi dalam tipologi atap bangunan di Candi Borobudur?""","Ya, terdapat variasi dalam tipologi atap bangunan di Candi Borobudur, yang dapat dibedakan menjadi tujuh tipe berdasarkan bentuknya.",Arsitektur,"{'bleu': 0.06117145156346821, 'precisions': [0.6666666666666666, 0.3, 0.15789473684210525, 0.1111111111111111], 'brevity_penalty': 0.25133906849616483, 'length_ratio': 0.42, 'translation_length': 21, 'reference_length': 50}","{'rouge1': 0.39999999999999997, 'rouge2': 0.22641509433962262, 'rougeL': 0.36363636363636365, 'rougeLsum': 0.36363636363636365}",2.9072868824005127
27,"""Apakah ada bantuan internasional dalam upaya pemulihan dan rekonstruksi Candi Borobudur?""","Ya, ada tawaran bantuan dari UNESCO, namun ditolak oleh pemerintah Indonesia. Pemerintah merasa mampu menangani pemulihan dan rekonstruksi Candi Borobudur sendiri.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.32, 0.125, 0.0, 0.0], 'brevity_penalty': 0.8521437889662112, 'length_ratio': 0.8620689655172413, 'translation_length': 25, 'reference_length': 29}","{'rouge1': 0.22222222222222224, 'rouge2': 0.046511627906976744, 'rougeL': 0.17777777777777778, 'rougeLsum': 0.17777777777777778}",2.433326005935669
28,"""Apa yang menyebabkan kerusakan awal Candi Borobudur?""","Kerusakan awal Candi Borobudur disebabkan oleh letusan gunung berapi, gempa bumi, dan pengabaian setelah keruntuhan Kerajaan Mataram Kuno. Namun, saya tidak memiliki informasi tentang apa yang menyebabkan kerusakan awal Candi Borobudur.",Arsitektur,"{'bleu': 0.4056467951847517, 'precisions': [0.6666666666666666, 0.5428571428571428, 0.5, 0.45454545454545453], 'brevity_penalty': 0.7574651283969664, 'length_ratio': 0.782608695652174, 'translation_length': 36, 'reference_length': 46}","{'rouge1': 0.5797101449275363, 'rouge2': 0.47761194029850745, 'rougeL': 0.5797101449275363, 'rougeLsum': 0.5797101449275363}",2.7955470085144043
29,"""Apakah relief-relief tertentu di Borobudur menggambarkan hubungan antara manusia, dewa-dewa, dan alam semesta dari perspektif arkeoastronomi?""","Ya, relief-relief tertentu di Borobudur menggambarkan hubungan antara manusia, dewa-dewa, dan alam semesta dari perspektif arkeoastronomi. Relief-relief tersebut memberikan informasi tentang perjalanan matahari, titik balik matahari, dan fenomena astronomi lainnya yang terkait dengan siklus musiman.",Arsitektur,"{'bleu': 0.2469962266177581, 'precisions': [0.5714285714285714, 0.2926829268292683, 0.175, 0.15384615384615385], 'brevity_penalty': 0.9534969548334766, 'length_ratio': 0.9545454545454546, 'translation_length': 42, 'reference_length': 44}","{'rouge1': 0.5333333333333333, 'rouge2': 0.273972602739726, 'rougeL': 0.3466666666666667, 'rougeLsum': 0.3466666666666667}",3.988032817840576
30,"""Bagaimana bentuk Stupa di Candi Borobudur mencerminkan pengaruh seni dan arsitektur pada masanya?""","Bentuk stupa mencerminkan kekayaan seni dan arsitektur Hindu-Buddha pada masa lampau. Stupa-stupa memiliki berbagai macam bentuk dan tata letak yang berbeda, yang tidak ditemukan di candi-candi Buddha lainnya di Jawa.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.24242424242424243, 0.03125, 0.0, 0.0], 'brevity_penalty': 0.9411939401248326, 'length_ratio': 0.9428571428571428, 'translation_length': 33, 'reference_length': 35}","{'rouge1': 0.20289855072463767, 'rouge2': 0.02985074626865672, 'rougeL': 0.20289855072463767, 'rougeLsum': 0.20289855072463767}",3.7565531730651855
31,"""Apakah karakteristik fisik batu yang membentuk relief-relief di Candi Borobudur?""","Potongan teks yang diberikan tidak berisi informasi tentang karakteristik fisik batu yang membentuk relief-relief di Candi Borobudur. Oleh karena itu, saya tidak dapat menjawab pertanyaan ini.",Arsitektur,"{'bleu': 0.24636643452542223, 'precisions': [0.3448275862068966, 0.25, 0.2222222222222222, 0.19230769230769232], 'brevity_penalty': 1.0, 'length_ratio': 1.16, 'translation_length': 29, 'reference_length': 25}","{'rouge1': 0.43478260869565216, 'rouge2': 0.40909090909090906, 'rougeL': 0.43478260869565216, 'rougeLsum': 0.43478260869565216}",2.8010408878326416
32,"""Bagaimana cara mencapai Stupa teratas di Candi Borobudur?""","Untuk mencapai stupa teratas di Candi Borobudur, pengunjung harus naik melalui tingkat candi. Sayangnya, saya tidak tahu informasi lebih lanjut tentang prosesnya.",Arsitektur,"{'bleu': 0.2974309561779646, 'precisions': [0.5, 0.36, 0.25, 0.17391304347826086], 'brevity_penalty': 1.0, 'length_ratio': 1.5294117647058822, 'translation_length': 26, 'reference_length': 17}","{'rouge1': 0.6285714285714286, 'rouge2': 0.4242424242424242, 'rougeL': 0.6285714285714286, 'rougeLsum': 0.6285714285714286}",2.854483127593994
33,"""Bagaimana fauna diukir untuk merepresentasikan setting lingkungannya pada relief Candi Borobudur?""","Fauna diukir untuk menggambarkan lingkungan budi daya dan alami, serta setting lingkungan India Abad VII. Namun, tidak ada bukti penggambaran fauna dan lingkungan Pulau Jawa pada relief Candi Borobudur.",Arsitektur,"{'bleu': 0.2870585070632871, 'precisions': [0.696969696969697, 0.46875, 0.25806451612903225, 0.16666666666666666], 'brevity_penalty': 0.8337529180751805, 'length_ratio': 0.8461538461538461, 'translation_length': 33, 'reference_length': 39}","{'rouge1': 0.6349206349206349, 'rouge2': 0.4590163934426229, 'rougeL': 0.4444444444444445, 'rougeLsum': 0.4444444444444445}",3.653111696243286
34,"""Apakah ada perubahan signifikan dalam desain Stupa dari tingkat pertama ke tingkat teratas di Candi Borobudur?""","Ya, terdapat perubahan signifikan dalam desain stupa dari tingkat pertama ke tingkat teratas di Candi Borobudur. Stupa tipe 2 di tingkat teras ke-10 memiliki ukuran lebih besar dan berfungsi sebagai pusat stupa lainnya.",Arsitektur,"{'bleu': 0.09367694367684637, 'precisions': [0.9444444444444444, 0.6857142857142857, 0.5, 0.45454545454545453], 'brevity_penalty': 0.15123975969049577, 'length_ratio': 0.34615384615384615, 'translation_length': 36, 'reference_length': 104}","{'rouge1': 0.48484848484848486, 'rouge2': 0.3846153846153846, 'rougeL': 0.45454545454545453, 'rougeLsum': 0.45454545454545453}",3.119478464126587
35,"""Bagaimana bentuk bangunan Candi Borobudur?""","Maaf, informasi yang Anda cari tidak tersedia dalam teks yang disediakan.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.3076923076923077, 0.0, 0.0, 0.0], 'brevity_penalty': 0.36787944117144233, 'length_ratio': 0.5, 'translation_length': 13, 'reference_length': 26}","{'rouge1': 0.12903225806451613, 'rouge2': 0.0, 'rougeL': 0.12903225806451613, 'rougeLsum': 0.12903225806451613}",2.8911027908325195
36,"""Apa yang dapat diidentifikasi dari pola penempatan Stupa yang berulang di Candi Borobudur?""","Dari pola penempatan stupa yang berulang, dapat diidentifikasi bahwa terdapat empat macam stupa pada candi, yaitu stupa puncak, stupa teras lingkar bercelah bujur sangkar, stupa teras lingkar bercelah belah ketupat, dan stupa pagar langkan.",Arsitektur,"{'bleu': 0.846919166520185, 'precisions': [1.0, 0.9743589743589743, 0.9473684210526315, 0.918918918918919], 'brevity_penalty': 0.8824969025845955, 'length_ratio': 0.8888888888888888, 'translation_length': 40, 'reference_length': 45}","{'rouge1': 0.9577464788732395, 'rouge2': 0.927536231884058, 'rougeL': 0.9577464788732395, 'rougeLsum': 0.9577464788732395}",3.7738916873931885
37,"""Badan Candi Borobudur disebut apa?""",Informasi tersebut tidak tersedia dalam teks yang diberikan. Saya tidak dapat menjawab pertanyaan Anda.,Arsitektur,"{'bleu': 0.0, 'precisions': [0.0625, 0.0, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 2.2857142857142856, 'translation_length': 16, 'reference_length': 7}","{'rouge1': 0.0, 'rouge2': 0.0, 'rougeL': 0.0, 'rougeLsum': 0.0}",1.8157100677490234
38,"""Apakah ada spekulasi tentang motif atau tujuan tersembunyi di balik pengeboman Candi Borobudur?""","Ya, terdapat beberapa spekulasi tentang motif tersembunyi di balik pengeboman Candi Borobudur, termasuk reaksi terhadap kebijakan Orde Baru dan peringatan kepada Soeharto.",Arsitektur,"{'bleu': 0.05250033549793742, 'precisions': [0.72, 0.2916666666666667, 0.17391304347826086, 0.09090909090909091], 'brevity_penalty': 0.21871188695221475, 'length_ratio': 0.3968253968253968, 'translation_length': 25, 'reference_length': 63}","{'rouge1': 0.3846153846153846, 'rouge2': 0.18421052631578946, 'rougeL': 0.25641025641025644, 'rougeLsum': 0.25641025641025644}",3.665187358856201
39,"""Apa yang mempengaruhi bentuk stupa di Candi Borobudur?""","Bentuk stupa dipengaruhi oleh kepercayaan agama, tradisi arsitektur, analisis bentuk, analisis konteks, simetri, dan faktor budaya dan sejarah.Jika saya tidak memiliki informasi tentang topik tertentu, saya akan menyatakan bahwa saya tidak tahu.",Arsitektur,"{'bleu': 0.07757069009917116, 'precisions': [0.2682926829268293, 0.1, 0.05128205128205128, 0.02631578947368421], 'brevity_penalty': 1.0, 'length_ratio': 1.1714285714285715, 'translation_length': 41, 'reference_length': 35}","{'rouge1': 0.5, 'rouge2': 0.3448275862068966, 'rougeL': 0.4666666666666667, 'rougeLsum': 0.4666666666666667}",3.753037691116333
40,"""Bagaimana atap kayu pada Candi Borobudur mengakomodasi fungsi-fungsi khusus dalam bangunan tersebut?""","Atap kayu pada Candi Borobudur mengakomodasi fungsi-fungsi khusus dengan mencerminkan kemahiran konstruksi melalui relief yang menggambarkan tipe atap yang berbeda. Atap-atap ini tidak hanya berfungsi sebagai penutup, tetapi juga memberikan gambaran fungsi dan arsitektur ruang pada bangunan.",Arsitektur,"{'bleu': 0.28398476328917105, 'precisions': [0.6, 0.358974358974359, 0.2631578947368421, 0.1891891891891892], 'brevity_penalty': 0.8824969025845955, 'length_ratio': 0.8888888888888888, 'translation_length': 40, 'reference_length': 45}","{'rouge1': 0.6329113924050633, 'rouge2': 0.38961038961038963, 'rougeL': 0.5569620253164557, 'rougeLsum': 0.5569620253164557}",2.298920154571533
